id	name	provider	price	units
434	434-product	5	26	1
435	435-product	6	74	16
436	436-product	7	3	8
437	437-product	2	61	12
438	438-product	5	92	20
439	439-product	3	40	6
440	440-product	1	9	4
441	441-product	7	16	2
442	442-product	2	99	1
443	443-product	9	33	19
444	444-product	5	72	5
445	445-product	4	100	6
446	446-product	7	54	5
447	447-product	2	80	7
448	448-product	9	39	10
449	449-product	4	33	2
450	450-product	0	67	11
451	451-product	2	100	5
452	452-product	1	65	4
453	453-product	8	83	12
454	454-product	8	10	14
455	455-product	6	93	1
456	456-product	0	1	5
457	457-product	0	52	8
458	458-product	6	30	20
459	459-product	7	87	7
460	460-product	3	77	9
461	461-product	6	89	16
462	462-product	5	46	3
463	463-product	1	91	13
464	464-product	0	24	11
465	465-product	7	20	17
466	466-product	8	32	5
467	467-product	7	48	19
468	468-product	6	42	16
469	469-product	2	83	17
470	470-product	5	52	19
471	471-product	8	70	4
472	472-product	0	88	18
473	473-product	7	74	11
474	474-product	8	22	17
475	475-product	5	29	7
476	476-product	6	15	19
477	477-product	7	1	20
478	478-product	2	9	1
479	479-product	6	2	6
480	480-product	4	3	9
481	481-product	1	74	12
482	482-product	7	50	9
483	483-product	1	41	14
484	484-product	5	34	19
485	485-product	6	3	10
486	486-product	9	50	12
487	487-product	2	38	6
488	488-product	4	17	2
489	489-product	4	41	2
490	490-product	6	4	18
491	491-product	2	47	12
492	492-product	7	98	15
493	493-product	9	59	7
494	494-product	1	58	2
495	495-product	7	46	6
496	496-product	1	66	16
497	497-product	4	12	6
498	498-product	1	50	4
499	499-product	7	79	14
500	500-product	6	49	18
501	501-product	1	5	12
502	502-product	0	69	20
503	503-product	7	97	10
504	504-product	5	27	6
505	505-product	5	74	5
506	506-product	4	33	16
507	507-product	2	32	10
508	508-product	2	91	20
509	509-product	8	40	7
510	510-product	7	87	11
511	511-product	5	39	9
512	512-product	6	31	2
513	513-product	9	44	7
514	514-product	7	99	2
515	515-product	7	7	8
516	516-product	8	21	3
517	517-product	1	14	9
518	518-product	2	40	17
519	519-product	9	2	15
520	520-product	7	83	13
521	521-product	4	85	4
522	522-product	2	82	7
523	523-product	7	69	11
524	524-product	5	35	15
525	525-product	5	70	19
526	526-product	9	70	12
527	527-product	9	3	4
528	528-product	2	57	13
529	529-product	7	92	20
530	530-product	0	32	5
531	531-product	9	19	6
532	532-product	9	45	13
533	533-product	2	8	6
534	534-product	6	17	8
535	535-product	5	22	10
536	536-product	9	15	16
537	537-product	7	19	15
538	538-product	6	76	5
539	539-product	1	89	12
540	540-product	3	19	7
541	541-product	9	78	2
542	542-product	4	95	18
543	543-product	8	71	3
544	544-product	3	50	11
545	545-product	6	18	16
546	546-product	1	60	12
547	547-product	6	60	15
548	548-product	0	25	20
549	549-product	1	55	14
550	550-product	7	42	15
551	551-product	7	22	1
552	552-product	4	40	9
553	553-product	6	54	9
554	554-product	8	68	3
555	555-product	1	4	6
556	556-product	0	23	1
557	557-product	3	100	6
558	558-product	1	80	9
559	559-product	9	88	13
560	560-product	9	57	13
561	561-product	5	27	5
562	562-product	9	92	6
563	563-product	4	19	9
564	564-product	8	37	1
565	565-product	2	13	6
566	566-product	7	15	6
567	567-product	3	26	6
568	568-product	0	59	2
569	569-product	9	43	5
570	570-product	3	21	12
571	571-product	9	65	18
572	572-product	7	74	2
573	573-product	0	7	5
574	574-product	0	1	12
575	575-product	2	94	3
576	576-product	2	52	11
577	577-product	5	99	12
578	578-product	1	19	13
579	579-product	4	13	3
580	580-product	3	7	1
581	581-product	1	68	1
582	582-product	0	69	3
583	583-product	1	7	5
584	584-product	2	91	20
585	585-product	8	26	3
586	586-product	1	23	9
587	587-product	1	70	13
588	588-product	0	3	12
589	589-product	2	4	17
590	590-product	4	72	10
591	591-product	0	82	1
592	592-product	8	35	9
593	593-product	8	31	15
594	594-product	6	32	19
595	595-product	4	45	4
596	596-product	8	68	19
597	597-product	4	5	12
598	598-product	5	17	19
599	599-product	1	12	18
600	600-product	3	29	5
601	601-product	7	40	15
602	602-product	4	46	3
603	603-product	8	69	1
604	604-product	9	16	10
605	605-product	4	57	5
606	606-product	0	91	11
607	607-product	7	73	11
608	608-product	9	32	9
609	609-product	4	93	2
610	610-product	6	47	14
611	611-product	5	56	11
612	612-product	7	19	7
613	613-product	5	15	16
614	614-product	5	18	4
615	615-product	0	89	15
616	616-product	5	90	19
617	617-product	3	23	7
618	618-product	0	57	15
619	619-product	2	47	15
620	620-product	5	73	3
621	621-product	6	98	17
622	622-product	6	35	4
623	623-product	5	41	5
624	624-product	0	7	1
625	625-product	6	21	18
626	626-product	4	60	5
627	627-product	1	51	9
628	628-product	1	13	5
629	629-product	5	22	9
630	630-product	0	20	13
631	631-product	6	10	17
632	632-product	9	3	20
633	633-product	5	8	5
634	634-product	2	29	12
635	635-product	6	20	15
636	636-product	6	1	4
637	637-product	8	37	5
638	638-product	8	45	3
639	639-product	5	25	6
640	640-product	4	19	16
641	641-product	0	77	3
642	642-product	4	67	2
643	643-product	4	46	20
644	644-product	8	50	16
645	645-product	5	96	15
646	646-product	5	30	5
647	647-product	8	21	7
648	648-product	7	70	13
649	649-product	2	26	11
650	650-product	0	67	8
651	651-product	2	46	20
652	652-product	2	74	19
653	653-product	1	22	18
654	654-product	6	77	20
655	655-product	0	96	13
656	656-product	0	12	20
657	657-product	9	84	4
658	658-product	5	99	16
659	659-product	2	19	5
660	660-product	6	8	6
661	661-product	1	76	8
662	662-product	1	46	4
663	663-product	1	27	11
664	664-product	5	8	10
665	665-product	7	66	6
666	666-product	0	14	18
667	667-product	3	4	9
668	668-product	4	38	15
669	669-product	8	56	13
670	670-product	9	93	2
671	671-product	5	53	4
672	672-product	7	90	5
673	673-product	6	100	12
674	674-product	6	10	8
675	675-product	2	48	7
676	676-product	8	27	7
677	677-product	6	70	9
678	678-product	2	11	14
679	679-product	9	32	2
680	680-product	7	87	8
681	681-product	5	58	14
682	682-product	7	95	18
683	683-product	5	93	8
684	684-product	9	62	4
685	685-product	3	15	20
686	686-product	1	51	11
687	687-product	4	11	19
688	688-product	4	3	9
689	689-product	5	60	4
690	690-product	5	85	7
691	691-product	1	48	11
692	692-product	6	2	17
693	693-product	1	3	20
694	694-product	1	1	15
695	695-product	0	36	13
696	696-product	6	42	2
697	697-product	7	16	18
698	698-product	5	5	3
699	699-product	8	32	5
700	700-product	7	18	20
701	701-product	6	33	11
702	702-product	5	61	5
703	703-product	7	74	20
704	704-product	8	25	1
705	705-product	6	85	14
706	706-product	8	43	7
707	707-product	7	29	15
708	708-product	5	62	12
709	709-product	7	70	1
710	710-product	0	28	8
711	711-product	5	64	17
712	712-product	6	33	13
713	713-product	7	71	4
714	714-product	1	74	4
715	715-product	7	50	11
716	716-product	1	20	13
717	717-product	8	73	11
718	718-product	7	10	7
719	719-product	4	43	13
720	720-product	1	91	7
721	721-product	5	59	19
722	722-product	4	70	9
723	723-product	1	83	15
724	724-product	8	3	18
725	725-product	0	91	10
726	726-product	1	63	7
727	727-product	8	20	12
728	728-product	6	51	16
729	729-product	0	66	1
730	730-product	3	11	5
731	731-product	5	99	5
732	732-product	5	64	4
733	733-product	1	74	18
734	734-product	4	98	9
735	735-product	0	100	12
736	736-product	2	32	12
737	737-product	7	54	16
738	738-product	1	89	10
739	739-product	2	93	11
740	740-product	1	17	14
741	741-product	2	34	16
742	742-product	7	75	3
743	743-product	1	37	7
744	744-product	4	71	14
745	745-product	3	40	5
746	746-product	0	50	4
747	747-product	4	78	13
748	748-product	8	63	17
749	749-product	9	53	11
750	750-product	3	13	19
751	751-product	2	64	1
752	752-product	8	9	5
753	753-product	9	75	4
754	754-product	5	88	12
755	755-product	1	70	15
756	756-product	0	46	6
757	757-product	1	67	19
758	758-product	1	90	9
759	759-product	0	48	5
760	760-product	5	8	14
761	761-product	6	92	14
762	762-product	5	15	20
763	763-product	3	73	9
764	764-product	7	36	3
765	765-product	3	15	3
766	766-product	1	45	10
767	767-product	2	44	11
768	768-product	6	66	3
769	769-product	3	19	19
770	770-product	9	65	14
771	771-product	9	81	2
772	772-product	9	30	7
773	773-product	5	1	7
774	774-product	6	18	9
775	775-product	9	67	20
776	776-product	8	96	1
777	777-product	4	77	4
778	778-product	5	4	10
779	779-product	2	74	10
780	780-product	7	84	5
781	781-product	9	28	17
782	782-product	6	87	15
783	783-product	9	57	13
784	784-product	2	70	12
785	785-product	8	48	8
786	786-product	1	99	1
787	787-product	6	49	16
788	788-product	0	18	12
789	789-product	0	70	11
790	790-product	3	34	9
791	791-product	1	37	10
792	792-product	5	7	10
793	793-product	8	11	18
794	794-product	7	18	2
795	795-product	3	40	8
796	796-product	9	19	9
797	797-product	0	90	1
798	798-product	7	55	19
799	799-product	1	94	11
800	800-product	2	86	15
801	801-product	7	78	5
802	802-product	3	56	10
803	803-product	1	36	19
804	804-product	0	69	3
805	805-product	6	87	10
806	806-product	0	80	3
807	807-product	1	39	10
808	808-product	6	36	6
809	809-product	8	88	20
810	810-product	3	98	2
811	811-product	6	39	7
812	812-product	1	64	14
813	813-product	6	96	9
814	814-product	5	23	17
815	815-product	4	64	19
816	816-product	9	4	4
817	817-product	4	69	14
818	818-product	9	94	20
819	819-product	3	79	18
820	820-product	3	4	4
821	821-product	7	4	4
822	822-product	8	67	4
823	823-product	7	57	13
824	824-product	2	66	13
825	825-product	5	28	8
826	826-product	1	29	1
827	827-product	1	77	16
828	828-product	4	40	7
829	829-product	9	47	13
830	830-product	7	32	15
831	831-product	4	68	6
832	832-product	5	28	10
833	833-product	1	63	7
834	834-product	3	97	4
835	835-product	3	82	6
836	836-product	8	96	18
837	837-product	8	62	19
838	838-product	9	76	9
839	839-product	7	88	1
840	840-product	6	56	4
841	841-product	0	44	10
842	842-product	5	77	18
843	843-product	3	5	9
844	844-product	1	23	18
845	845-product	4	82	6
846	846-product	4	96	4
847	847-product	8	36	5
848	848-product	9	61	14
849	849-product	3	71	14
850	850-product	0	60	1
851	851-product	8	73	7
852	852-product	2	16	20
853	853-product	0	14	11
854	854-product	1	89	4
855	855-product	6	72	13
856	856-product	7	99	7
857	857-product	2	60	5
858	858-product	8	51	6
859	859-product	4	36	18
860	860-product	7	11	20
861	861-product	9	57	13
862	862-product	2	1	10
863	863-product	4	24	1
864	864-product	8	3	7
865	865-product	1	40	13
866	866-product	4	24	11
867	867-product	4	29	7
868	868-product	2	89	6
869	869-product	3	76	17
870	870-product	3	32	14
871	871-product	9	64	14
872	872-product	6	75	5
873	873-product	8	90	5
874	874-product	5	55	8
875	875-product	9	76	20
876	876-product	3	47	1
877	877-product	4	66	2
878	878-product	9	81	7
879	879-product	2	17	18
880	880-product	2	52	8
881	881-product	6	68	10
882	882-product	1	70	14
883	883-product	3	32	20
884	884-product	9	83	18
885	885-product	7	57	17
886	886-product	8	62	20
887	887-product	4	15	6
888	888-product	7	59	7
889	889-product	3	30	5
890	890-product	8	55	13
891	891-product	5	29	7
892	892-product	3	36	13
893	893-product	8	41	10
894	894-product	0	44	6
895	895-product	0	80	17
896	896-product	3	53	15
897	897-product	4	95	13
898	898-product	2	85	17
899	899-product	3	13	14
900	900-product	4	71	15
901	901-product	7	58	4
902	902-product	9	77	7
903	903-product	6	98	18
904	904-product	4	51	7
905	905-product	1	43	5
906	906-product	9	55	19
907	907-product	2	63	17
908	908-product	6	57	18
909	909-product	8	96	13
910	910-product	0	66	13
911	911-product	1	94	10
912	912-product	8	43	15
913	913-product	3	41	11
914	914-product	3	59	3
915	915-product	0	92	4
916	916-product	5	21	3
917	917-product	5	45	7
918	918-product	6	89	12
919	919-product	5	83	9
920	920-product	6	40	1
921	921-product	9	81	12
922	922-product	3	76	4
923	923-product	6	37	10
924	924-product	8	68	17
925	925-product	5	54	18
926	926-product	0	5	6
927	927-product	5	95	9
928	928-product	1	79	13
929	929-product	3	9	7
930	930-product	9	4	2
931	931-product	5	88	10
932	932-product	2	6	14
933	933-product	0	70	9
934	934-product	2	16	15
935	935-product	9	45	11
936	936-product	4	10	10
937	937-product	7	55	7
938	938-product	1	47	16
939	939-product	0	39	1
940	940-product	9	20	20
941	941-product	4	43	11
942	942-product	3	66	17
943	943-product	5	67	20
944	944-product	1	4	11
945	945-product	3	33	17
946	946-product	9	84	9
947	947-product	0	10	4
948	948-product	0	52	6
949	949-product	8	17	15
950	950-product	9	92	5
951	951-product	1	9	20
952	952-product	8	46	13
953	953-product	5	14	15
954	954-product	6	10	15
955	955-product	1	7	12
956	956-product	8	81	13
957	957-product	9	76	9
958	958-product	5	79	1
959	959-product	0	9	6
960	960-product	5	8	19
961	961-product	5	65	10
962	962-product	0	45	8
963	963-product	8	6	4
964	964-product	9	24	17
965	965-product	4	23	10
966	966-product	1	65	19
967	967-product	5	75	9
968	968-product	4	11	10
969	969-product	6	32	13
970	970-product	2	8	5
971	971-product	6	51	3
972	972-product	8	74	13
973	973-product	8	12	7
974	974-product	6	4	5
975	975-product	7	36	8
976	976-product	7	100	17
977	977-product	0	90	15
978	978-product	6	95	9
979	979-product	3	7	19
980	980-product	1	66	11
981	981-product	2	85	17
982	982-product	1	53	19
983	983-product	2	87	13
984	984-product	6	62	8
985	985-product	1	96	9
986	986-product	0	89	18
987	987-product	9	85	1
988	988-product	6	49	2
989	989-product	5	54	20
990	990-product	2	6	10
991	991-product	1	49	13
992	992-product	2	42	18
993	993-product	9	83	3
994	994-product	8	79	1
995	995-product	5	26	7
996	996-product	4	2	6
997	997-product	6	5	10
998	998-product	8	82	15
999	999-product	8	86	2
